PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,Title,GrpSize,FareCat,AgeCat
143,1,3,female,1,0,S,Mrs,couple,10-25,16-32
349,1,3,male,1,1,S,Master,group,10-25,0-16
490,1,3,male,1,1,S,Master,group,10-25,0-16
16,1,2,female,0,0,S,Mrs,solo,10-25,48-64
625,0,3,male,0,0,S,Mr,couple,10-25,16-32
161,0,3,male,0,1,S,Mr,couple,10-25,32-48
254,0,3,male,1,0,S,Mr,couple,10-25,16-32
736,0,3,male,0,0,S,Mr,couple,10-25,16-32
640,0,3,male,1,0,S,Mr,couple,10-25,16-32
744,0,3,male,1,0,S,Mr,couple,10-25,16-32
432,1,3,female,1,0,S,Mrs,couple,10-25,16-32
348,1,3,female,1,0,S,Mrs,couple,10-25,16-32
618,0,3,female,1,0,S,Mrs,couple,10-25,16-32
11,1,3,female,1,1,S,Miss,group,10-25,0-16
395,1,3,female,0,2,S,Mrs,group,10-25,16-32
560,1,3,female,1,0,S,Mrs,couple,10-25,32-48
50,0,3,female,1,0,S,Mrs,couple,10-25,16-32
354,0,3,male,1,0,S,Mr,couple,10-25,16-32
19,0,3,female,1,0,S,Mrs,couple,10-25,16-32
334,0,3,male,2,0,S,Mr,group,10-25,0-16
39,0,3,female,2,0,S,Miss,group,10-25,16-32
832,1,2,male,1,1,S,Master,group,10-25,0-16
438,1,2,female,2,3,S,Mrs,large group,10-25,16-32
408,1,2,male,1,1,S,Master,group,10-25,0-16
732,0,3,male,0,0,C,Mr,couple,10-25,0-16
208,1,3,male,0,0,C,Mr,couple,10-25,16-32
859,1,3,female,0,3,C,Mrs,group,10-25,16-32
470,1,3,female,2,1,C,Miss,group,10-25,0-16
645,1,3,female,2,1,C,Miss,group,10-25,0-16
449,1,3,female,2,1,C,Miss,group,10-25,0-16
273,1,2,female,0,1,S,Mrs,couple,10-25,32-48
447,1,2,female,0,1,S,Miss,couple,10-25,0-16
452,0,3,male,1,0,S,Mr,couple,10-25,16-32
491,0,3,male,1,0,S,Mr,couple,10-25,16-32
255,0,3,female,0,2,S,Mrs,group,10-25,32-48
425,0,3,male,1,1,S,Mr,group,10-25,16-32
280,1,3,female,1,1,S,Mrs,group,10-25,32-48
747,0,3,male,1,1,S,Mr,group,10-25,0-16
549,0,3,male,1,1,S,Mr,group,10-25,32-48
329,1,3,female,1,1,S,Mrs,group,10-25,16-32
166,1,3,male,0,2,S,Master,group,10-25,0-16
94,0,3,male,1,2,S,Mr,group,10-25,16-32
789,1,3,male,1,2,S,Master,group,10-25,0-16
118,0,2,male,1,0,S,Mr,couple,10-25,16-32
727,1,2,female,3,0,S,Mrs,group,10-25,16-32
477,0,2,male,1,0,S,Mr,couple,10-25,32-48
212,1,2,female,0,0,S,Miss,solo,10-25,32-48
406,0,2,male,1,0,S,Mr,couple,10-25,32-48
42,0,2,female,1,0,S,Mrs,couple,10-25,16-32
8,0,3,male,3,1,S,Master,large group,10-25,0-16
568,0,3,female,0,4,S,Mrs,large group,10-25,16-32
25,0,3,female,3,1,S,Miss,large group,10-25,0-16
375,0,3,female,3,1,S,Miss,large group,10-25,0-16
49,0,3,male,2,0,C,Mr,group,10-25,16-32
185,1,3,female,0,2,S,Miss,group,10-25,0-16
534,1,3,female,0,2,C,Mrs,group,10-25,16-32
129,1,3,female,1,1,C,Miss,group,10-25,16-32
509,0,3,male,0,0,S,Mr,solo,10-25,16-32
775,1,2,female,1,3,S,Mrs,large group,10-25,48-64
751,1,2,female,1,1,S,Miss,group,10-25,0-16
652,1,2,female,0,1,S,Miss,couple,10-25,16-32
99,1,2,female,0,1,S,Mrs,couple,10-25,32-48
331,1,3,female,2,0,Q,Miss,group,10-25,16-32
302,1,3,male,2,0,Q,Mr,group,10-25,16-32
889,0,3,female,1,2,S,Miss,group,10-25,16-32
784,0,3,male,1,2,S,Mr,group,10-25,16-32
309,0,2,male,1,0,C,Mr,couple,10-25,16-32
875,1,2,female,1,0,C,Mrs,couple,10-25,16-32
812,0,3,male,0,0,S,Mr,couple,10-25,32-48
596,0,3,male,1,1,S,Mr,group,10-25,32-48
769,0,3,male,1,0,Q,Mr,group,10-25,16-32
110,1,3,female,1,0,Q,Miss,group,10-25,16-32
518,0,3,male,0,0,Q,Mr,group,10-25,16-32
420,0,3,female,0,2,S,Miss,group,10-25,0-16
800,0,3,female,1,1,S,Mrs,group,10-25,16-32
566,0,3,male,2,0,S,Mr,group,10-25,16-32
486,0,3,female,3,1,S,Miss,large group,25-40,16-32
410,0,3,female,3,1,S,Miss,large group,25-40,16-32
230,0,3,female,3,1,S,Miss,large group,25-40,16-32
177,0,3,male,3,1,S,Master,large group,25-40,0-16
663,0,1,male,0,0,S,Mr,solo,25-40,32-48
169,0,1,male,0,0,S,Mr,solo,25-40,32-48
863,1,1,female,0,0,S,Mrs,solo,25-40,32-48
797,1,1,female,0,0,S,Rare Title,solo,25-40,48-64
398,0,2,male,0,0,S,Mr,couple,25-40,32-48
427,1,2,female,1,0,S,Mrs,couple,25-40,16-32
531,1,2,female,1,1,S,Miss,group,25-40,0-16
881,1,2,female,0,1,S,Mrs,couple,25-40,16-32
855,0,2,female,1,0,S,Mrs,couple,25-40,32-48
433,1,2,female,1,0,S,Mrs,couple,25-40,32-48
237,0,2,male,1,0,S,Mr,couple,25-40,32-48
546,0,1,male,0,0,S,Mr,solo,25-40,48-64
706,0,2,male,0,0,S,Mr,couple,25-40,32-48
428,1,2,female,0,0,S,Miss,couple,25-40,16-32
54,1,2,female,1,0,S,Mrs,couple,25-40,16-32
21,0,2,male,0,0,S,Mr,couple,25-40,32-48
341,1,2,male,1,1,S,Master,group,25-40,0-16
134,1,2,female,1,0,S,Mrs,couple,25-40,16-32
552,0,2,male,0,0,S,Mr,solo,25-40,16-32
250,0,2,male,1,0,S,Rare Title,couple,25-40,48-64
595,0,2,male,1,0,S,Mr,couple,25-40,32-48
544,1,2,male,1,0,S,Mr,couple,25-40,16-32
547,1,2,female,1,0,S,Mrs,couple,25-40,16-32
583,0,2,male,0,0,S,Mr,couple,25-40,48-64
100,0,2,male,1,0,S,Mr,couple,25-40,32-48
313,0,2,female,1,1,S,Mrs,group,25-40,16-32
507,1,2,female,0,2,S,Mrs,group,25-40,32-48
260,1,2,female,0,1,S,Mrs,couple,25-40,48-64
194,1,2,male,1,1,S,Master,group,25-40,0-16
317,1,2,female,1,0,S,Mrs,couple,25-40,16-32
792,0,2,male,0,0,S,Mr,couple,25-40,0-16
729,0,2,male,1,0,S,Mr,couple,25-40,16-32
149,0,2,male,0,2,S,Mr,group,25-40,32-48
519,1,2,female,1,0,S,Mrs,couple,25-40,32-48
285,0,1,male,0,0,S,Mr,solo,25-40,32-48
315,0,2,male,1,1,S,Mr,group,25-40,32-48
238,1,2,female,0,2,S,Miss,group,25-40,0-16
638,0,2,male,1,1,S,Mr,group,25-40,16-32
802,1,2,female,1,1,S,Mrs,group,25-40,16-32
536,1,2,female,0,2,S,Miss,group,25-40,0-16
441,1,2,female,1,1,S,Mrs,group,25-40,32-48
137,1,1,female,0,2,S,Miss,group,25-40,16-32
513,1,1,male,0,0,S,Mr,solo,25-40,32-48
702,1,1,male,0,0,S,Mr,solo,25-40,32-48
708,1,1,male,0,0,S,Mr,solo,25-40,32-48
573,1,1,male,0,0,S,Mr,solo,25-40,32-48
431,1,1,male,0,0,S,Mr,solo,25-40,16-32
508,1,1,male,0,0,S,Mr,solo,25-40,32-48
12,1,1,female,0,0,S,Miss,solo,25-40,48-64
695,0,1,male,0,0,S,Rare Title,solo,25-40,48-64
605,1,1,male,0,0,C,Mr,solo,25-40,32-48
188,1,1,male,0,0,S,Mr,solo,25-40,32-48
556,0,1,male,0,0,S,Mr,solo,25-40,48-64
457,0,1,male,0,0,S,Mr,solo,25-40,64+
858,1,1,male,0,0,S,Mr,solo,25-40,48-64
461,1,1,male,0,0,S,Mr,solo,25-40,32-48
712,0,1,male,0,0,S,Mr,solo,25-40,32-48
448,1,1,male,0,0,S,Mr,solo,25-40,32-48
253,0,1,male,0,0,S,Mr,solo,25-40,48-64
468,0,1,male,0,0,S,Mr,solo,25-40,48-64
537,0,1,male,0,0,S,Rare Title,solo,25-40,32-48
601,1,2,female,2,1,S,Mrs,group,25-40,16-32
218,0,2,male,1,0,S,Mr,couple,25-40,32-48
195,1,1,female,0,0,C,Mrs,solo,25-40,32-48
296,0,1,male,0,0,C,Mr,solo,25-40,32-48
65,0,1,male,0,0,C,Mr,solo,25-40,32-48
362,0,2,male,1,0,C,Mr,couple,25-40,16-32
31,0,1,male,0,0,C,Rare Title,solo,25-40,32-48
59,1,2,female,1,2,S,Miss,group,25-40,0-16
473,1,2,female,1,2,S,Mrs,group,25-40,32-48
451,0,2,male,1,2,S,Mr,group,25-40,32-48
453,0,1,male,0,0,C,Mr,solo,25-40,16-32
361,0,3,male,1,4,S,Mr,large group,25-40,32-48
820,0,3,male,3,2,S,Master,large group,25-40,0-16
635,0,3,female,3,2,S,Miss,large group,25-40,0-16
168,0,3,female,1,4,S,Mrs,large group,25-40,32-48
64,0,3,male,3,2,S,Master,large group,25-40,0-16
643,0,3,female,3,2,S,Miss,large group,25-40,0-16
332,0,1,male,0,0,S,Mr,solo,25-40,32-48
178,0,1,female,0,0,C,Miss,solo,25-40,48-64
79,1,2,male,0,2,S,Master,group,25-40,0-16
324,1,2,female,1,1,S,Mrs,group,25-40,16-32
886,0,3,female,0,5,Q,Mrs,large group,25-40,32-48
788,0,3,male,4,1,Q,Master,large group,25-40,0-16
17,0,3,male,4,1,Q,Master,large group,25-40,0-16
279,0,3,male,4,1,Q,Master,large group,25-40,0-16
172,0,3,male,4,1,Q,Master,large group,25-40,0-16
840,1,1,male,0,0,C,Mr,solo,25-40,32-48
488,0,1,male,0,0,C,Mr,solo,25-40,48-64
274,0,1,male,0,1,C,Mr,couple,25-40,32-48
890,1,1,male,0,0,C,Mr,solo,25-40,16-32
581,1,2,female,1,1,S,Miss,group,25-40,16-32
631,1,1,male,0,0,S,Mr,solo,25-40,64+
888,1,1,female,0,0,S,Miss,solo,25-40,16-32
741,1,1,male,0,0,S,Mr,solo,25-40,32-48
783,0,1,male,0,0,S,Mr,solo,25-40,16-32
10,1,2,female,1,0,C,Mrs,couple,25-40,0-16
123,0,2,male,1,0,C,Mr,couple,25-40,32-48
450,1,1,male,0,0,S,Rare Title,solo,25-40,48-64
608,1,1,male,0,0,S,Mr,solo,25-40,16-32
493,0,1,male,0,0,S,Mr,solo,25-40,48-64
633,1,1,male,0,0,C,Rare Title,solo,25-40,16-32
299,1,1,male,0,0,S,Mr,solo,25-40,32-48
794,0,1,male,0,0,C,Mr,solo,25-40,32-48
175,0,1,male,0,0,C,Mr,solo,25-40,48-64
210,1,1,male,0,0,C,Mr,solo,25-40,32-48
271,0,1,male,0,0,S,Mr,couple,25-40,32-48
843,1,1,female,0,0,C,Miss,couple,25-40,16-32
120,0,3,female,4,2,S,Miss,large group,25-40,0-16
542,0,3,female,4,2,S,Miss,large group,25-40,0-16
14,0,3,male,1,5,S,Mr,large group,25-40,32-48
611,0,3,female,1,5,S,Mrs,large group,25-40,32-48
543,0,3,female,4,2,S,Miss,large group,25-40,0-16
851,0,3,male,4,2,S,Master,large group,25-40,0-16
814,0,3,female,4,2,S,Miss,large group,25-40,0-16
262,1,3,male,4,2,S,Master,large group,25-40,0-16
234,1,3,female,4,2,S,Miss,large group,25-40,0-16
183,0,3,male,4,2,S,Master,large group,25-40,0-16
26,1,3,female,1,5,S,Mrs,large group,25-40,32-48
626,0,1,male,0,0,S,Mr,solo,25-40,48-64
417,1,2,female,1,1,S,Mrs,group,25-40,32-48
597,1,2,female,0,0,S,Miss,group,25-40,16-32
721,1,2,female,0,1,S,Miss,group,25-40,0-16
849,0,2,male,0,1,S,Rare Title,group,25-40,16-32
171,0,1,male,0,0,S,Mr,solo,25-40,48-64
516,0,1,male,0,0,S,Mr,solo,25-40,32-48
148,0,3,female,2,2,S,Miss,large group,25-40,0-16
87,0,3,male,1,3,S,Mr,large group,25-40,0-16
437,0,3,female,2,2,S,Miss,large group,25-40,16-32
737,0,3,female,1,3,S,Mrs,large group,25-40,32-48
97,0,1,male,0,0,C,Mr,solo,25-40,64+
352,0,1,male,0,0,S,Mr,solo,25-40,32-48
24,1,1,male,0,0,S,Mr,solo,25-40,16-32
648,1,1,male,0,0,C,Rare Title,solo,25-40,48-64
340,0,1,male,0,0,S,Mr,solo,25-40,32-48
56,1,1,male,0,0,S,Mr,solo,25-40,32-48
550,1,2,male,1,1,S,Master,group,25-40,0-16
146,0,2,male,1,1,S,Mr,group,25-40,16-32
828,1,2,male,0,2,C,Master,group,25-40,0-16
818,0,2,male,1,1,C,Mr,group,25-40,16-32
463,0,1,male,0,0,S,Mr,solo,25-40,32-48
619,1,2,female,2,1,S,Miss,group,25-40,0-16
685,0,2,male,1,1,S,Mr,group,25-40,48-64
671,1,2,female,1,1,S,Mrs,group,25-40,32-48
184,1,2,male,2,1,S,Master,group,25-40,0-16
854,1,1,female,0,1,S,Miss,couple,25-40,0-16
557,1,1,female,1,0,C,Rare Title,couple,25-40,32-48
767,0,1,male,0,0,C,Rare Title,solo,25-40,48-64
825,0,3,male,4,1,S,Master,large group,25-40,0-16
639,0,3,female,0,5,S,Mrs,large group,25-40,32-48
51,0,3,male,4,1,S,Master,large group,25-40,0-16
267,0,3,male,4,1,S,Mr,large group,25-40,0-16
687,0,3,male,4,1,S,Mr,large group,25-40,0-16
165,0,3,male,4,1,S,Master,large group,25-40,0-16
584,0,1,male,0,0,C,Mr,solo,40-70,32-48
686,0,2,male,1,2,C,Mr,group,40-70,16-32
44,1,2,female,1,2,C,Miss,group,40-70,0-16
609,1,2,female,1,2,C,Mrs,group,40-70,16-32
603,0,1,male,0,0,S,Mr,solo,40-70,32-48
387,0,3,male,5,2,S,Master,large group,40-70,0-16
60,0,3,male,5,2,S,Master,large group,40-70,0-16
684,0,3,male,5,2,S,Mr,large group,40-70,0-16
481,0,3,male,5,2,S,Master,large group,40-70,0-16
72,0,3,female,5,2,S,Miss,large group,40-70,0-16
679,0,3,female,1,6,S,Mrs,large group,40-70,32-48
84,0,1,male,0,0,S,Mr,solo,40-70,16-32
540,1,1,female,0,2,C,Miss,group,40-70,16-32
711,1,1,female,0,0,C,Miss,solo,40-70,16-32
494,0,1,male,0,0,C,Mr,solo,40-70,64+
186,0,1,male,0,0,S,Mr,solo,40-70,32-48
868,0,1,male,0,0,S,Mr,solo,40-70,16-32
572,1,1,female,2,0,S,Mrs,group,40-70,48-64
458,1,1,female,1,0,S,Mrs,couple,40-70,32-48
7,0,1,male,0,0,S,Mr,solo,40-70,48-64
476,0,1,male,0,0,S,Mr,couple,40-70,32-48
36,0,1,male,1,0,S,Mr,couple,40-70,32-48
713,1,1,male,1,0,S,Mr,couple,40-70,32-48
111,0,1,male,0,0,S,Mr,couple,40-70,32-48
670,1,1,female,1,0,S,Mrs,couple,40-70,32-48
672,0,1,male,1,0,S,Mr,couple,40-70,16-32
384,1,1,female,1,0,S,Mrs,couple,40-70,32-48
622,1,1,male,1,0,S,Mr,couple,40-70,32-48
872,1,1,female,1,1,S,Mrs,group,40-70,32-48
249,1,1,male,1,1,S,Mr,group,40-70,32-48
138,0,1,male,1,0,S,Mr,couple,40-70,32-48
4,1,1,female,1,0,S,Mrs,couple,40-70,32-48
810,1,1,female,1,0,S,Mrs,couple,40-70,32-48
725,1,1,male,1,0,S,Mr,couple,40-70,16-32
749,0,1,male,1,0,S,Mr,couple,40-70,16-32
167,1,1,female,0,1,S,Mrs,couple,40-70,32-48
357,1,1,female,0,1,S,Miss,couple,40-70,16-32
371,1,1,male,1,0,C,Mr,couple,40-70,16-32
435,0,1,male,1,0,S,Mr,couple,40-70,48-64
578,1,1,female,1,0,S,Mrs,couple,40-70,32-48
75,1,3,male,0,0,S,Mr,large group,40-70,16-32
510,1,3,male,0,0,S,Mr,large group,40-70,16-32
644,1,3,male,0,0,S,Mr,large group,40-70,16-32
693,1,3,male,0,0,S,Mr,large group,40-70,16-32
170,0,3,male,0,0,S,Mr,large group,40-70,16-32
839,1,3,male,0,0,S,Mr,large group,40-70,16-32
827,0,3,male,0,0,S,Mr,large group,40-70,16-32
310,1,1,female,0,0,C,Miss,couple,40-70,16-32
600,1,1,male,1,0,C,Rare Title,couple,40-70,48-64
782,1,1,female,1,0,S,Mrs,couple,40-70,16-32
691,1,1,male,1,0,S,Mr,couple,40-70,16-32
330,1,1,female,0,1,C,Miss,couple,40-70,0-16
524,1,1,female,0,1,C,Mrs,couple,40-70,32-48
514,1,1,female,1,0,C,Mrs,couple,40-70,48-64
807,0,1,male,0,0,S,Mr,solo,40-70,32-48
823,0,1,male,0,0,S,Rare Title,solo,40-70,32-48
264,0,1,male,0,0,S,Mr,solo,40-70,32-48
634,0,1,male,0,0,S,Mr,solo,40-70,32-48
816,0,1,male,0,0,S,Mr,solo,40-70,32-48
93,0,1,male,1,0,S,Mr,couple,40-70,32-48
156,0,1,male,0,1,C,Mr,couple,40-70,48-64
55,0,1,male,0,1,C,Mr,couple,40-70,64+
98,1,1,male,0,1,C,Mr,couple,40-70,16-32
616,1,2,female,1,2,S,Miss,group,40-70,16-32
755,1,2,female,1,2,S,Mrs,group,40-70,32-48
337,0,1,male,1,0,S,Mr,couple,40-70,16-32
152,1,1,female,1,0,S,Mrs,couple,40-70,16-32
370,1,1,female,0,0,C,Mrs,couple,40-70,16-32
642,1,1,female,0,0,C,Miss,couple,40-70,16-32
160,0,3,male,8,2,S,Master,large group,40-70,0-16
202,0,3,male,8,2,S,Mr,large group,40-70,16-32
181,0,3,female,8,2,S,Miss,large group,40-70,16-32
793,0,3,female,8,2,S,Miss,large group,40-70,16-32
864,0,3,female,8,2,S,Miss,large group,40-70,16-32
325,0,3,male,8,2,S,Mr,large group,40-70,16-32
847,0,3,male,8,2,S,Mr,large group,40-70,16-32
746,0,1,male,1,1,S,Rare Title,group,70-100,64+
541,1,1,female,0,2,S,Miss,group,70-100,32-48
2,1,1,female,1,0,C,Mrs,couple,70-100,32-48
666,0,2,male,2,0,S,Mr,large group,70-100,16-32
656,0,2,male,2,0,S,Mr,large group,70-100,16-32
121,0,2,male,2,0,S,Mr,large group,70-100,16-32
73,0,2,male,0,0,S,Mr,large group,70-100,16-32
386,0,2,male,0,0,S,Mr,large group,70-100,16-32
367,1,1,female,1,0,C,Mrs,couple,70-100,48-64
219,1,1,female,0,0,C,Miss,solo,70-100,16-32
53,1,1,female,1,0,C,Mrs,group,70-100,48-64
646,1,1,male,1,0,C,Mr,group,70-100,32-48
682,1,1,male,0,0,C,Mr,group,70-100,16-32
103,0,1,male,0,1,S,Mr,couple,70-100,16-32
125,0,1,male,0,1,S,Mr,couple,70-100,48-64
276,1,1,female,1,0,S,Miss,group,70-100,48-64
766,1,1,female,1,0,S,Mrs,group,70-100,48-64
628,1,1,female,0,0,S,Miss,group,70-100,16-32
592,1,1,female,1,0,C,Mrs,couple,70-100,48-64
497,1,1,female,1,0,C,Miss,couple,70-100,48-64
291,1,1,female,0,0,S,Miss,couple,70-100,16-32
742,0,1,male,1,0,S,Mr,couple,70-100,32-48
790,0,1,male,0,0,C,Mr,couple,70-100,32-48
257,1,1,female,0,0,C,Mrs,solo,70-100,32-48
588,1,1,male,1,1,C,Mr,group,70-100,48-64
140,0,1,male,0,0,C,Mr,couple,70-100,16-32
263,0,1,male,1,1,S,Mr,group,70-100,48-64
559,1,1,female,1,1,S,Mrs,group,70-100,32-48
586,1,1,female,0,2,S,Miss,group,70-100,16-32
830,1,1,female,0,0,S,Mrs,couple,70-100,48-64
62,1,1,female,0,0,S,Miss,couple,70-100,32-48
446,1,1,male,0,2,S,Master,group,70-100,0-16
35,0,1,male,1,0,C,Mr,couple,70-100,16-32
376,1,1,female,1,0,C,Mrs,couple,70-100,32-48
880,1,1,female,0,1,C,Mrs,couple,70-100,48-64
836,1,1,female,1,1,C,Miss,group,70-100,32-48
311,1,1,female,0,0,C,Miss,couple,70-100,16-32
63,0,1,male,1,0,S,Mr,couple,70-100,32-48
231,1,1,female,1,0,S,Mrs,couple,70-100,32-48
505,1,1,female,0,0,S,Miss,group,70-100,0-16
760,1,1,female,0,0,S,Rare Title,group,70-100,32-48
258,1,1,female,0,0,S,Miss,group,70-100,16-32
454,1,1,male,1,0,C,Mr,couple,70-100,48-64
850,1,1,female,1,0,C,Mrs,couple,70-100,32-48
246,0,1,male,2,0,Q,Rare Title,group,70-100,32-48
487,1,1,female,1,0,S,Mrs,couple,70-100,32-48
225,1,1,male,1,0,S,Mr,couple,70-100,32-48
413,1,1,female,1,0,Q,Miss,couple,70-100,32-48
485,1,1,male,1,0,C,Mr,couple,70-100,16-32
292,1,1,female,1,0,C,Mrs,couple,70-100,16-32
521,1,1,female,0,0,S,Miss,couple,70-100,16-32
821,1,1,female,1,1,S,Mrs,group,70-100,48-64
538,1,1,female,0,0,C,Miss,couple,100+,16-32
545,0,1,male,1,0,C,Mr,couple,100+,48-64
308,1,1,female,1,0,C,Mrs,couple,100+,16-32
506,0,1,male,1,0,C,Mr,couple,100+,16-32
699,0,1,male,1,1,C,Mr,group,100+,48-64
551,1,1,male,0,2,C,Mr,group,100+,16-32
582,1,1,female,1,1,C,Mrs,group,100+,32-48
307,1,1,female,0,0,C,Miss,group,100+,16-32
216,1,1,female,1,0,C,Miss,group,100+,16-32
660,0,1,male,0,2,C,Mr,group,100+,48-64
394,1,1,female,1,0,C,Miss,group,100+,16-32
391,1,1,male,1,2,S,Mr,group,100+,32-48
803,1,1,male,1,2,S,Master,group,100+,0-16
436,1,1,female,1,2,S,Miss,group,100+,0-16
764,1,1,female,1,2,S,Mrs,group,100+,32-48
335,1,1,female,1,0,S,Mrs,couple,100+,32-48
661,1,1,male,2,0,S,Rare Title,group,100+,48-64
320,1,1,female,1,1,C,Mrs,group,100+,32-48
338,1,1,female,0,0,C,Miss,couple,100+,32-48
326,1,1,female,0,0,C,Miss,group,100+,32-48
374,0,1,male,0,0,C,Mr,group,100+,16-32
270,1,1,female,0,0,S,Miss,group,100+,32-48
32,1,1,female,1,0,C,Mrs,couple,100+,32-48
196,1,1,female,0,0,C,Miss,couple,100+,48-64
499,0,1,female,1,2,S,Mrs,group,100+,16-32
709,1,1,female,0,0,S,Miss,group,100+,16-32
306,1,1,male,1,2,S,Master,group,100+,0-16
298,0,1,female,1,2,S,Miss,group,100+,0-16
610,1,1,female,0,0,S,Miss,group,100+,32-48
269,1,1,female,0,1,S,Mrs,group,100+,48-64
333,0,1,male,0,1,S,Mr,group,100+,32-48
857,1,1,female,1,1,S,Mrs,group,100+,32-48
319,1,1,female,0,2,S,Miss,group,100+,16-32
780,1,1,female,0,1,S,Mrs,group,100+,32-48
690,1,1,female,0,1,S,Miss,group,100+,0-16
731,1,1,female,0,0,S,Miss,group,100+,16-32
378,0,1,male,0,2,C,Mr,group,100+,16-32
528,0,1,male,0,0,S,Mr,solo,100+,32-48
381,1,1,female,0,0,C,Miss,group,100+,32-48
717,1,1,female,0,0,C,Miss,group,100+,32-48
558,0,1,male,0,0,C,Mr,group,100+,32-48
701,1,1,female,1,0,C,Mrs,group,100+,16-32
119,0,1,male,0,1,C,Mr,couple,100+,16-32
300,1,1,female,0,1,C,Mrs,couple,100+,48-64
743,1,1,female,2,2,C,Miss,large group,100+,16-32
312,1,1,female,2,2,C,Miss,large group,100+,16-32
89,1,1,female,3,2,S,Miss,large group,100+,16-32
28,0,1,male,3,2,S,Mr,large group,100+,16-32
439,0,1,male,1,4,S,Mr,large group,100+,48-64
342,1,1,female,3,2,S,Miss,large group,100+,16-32
680,1,1,male,0,1,C,Mr,group,100+,32-48
259,1,1,female,0,0,C,Miss,group,100+,32-48
738,1,1,male,0,0,C,Mr,group,100+,32-48
